110000$暴躁天使|1-25086;森林战士|1-24928;地心引力|1-25080;扫毒|1-25092;控制|1-24942;雷神2：黑暗世界|1-4926;四大名捕2|1-25079;野草莓|1-25117;饥饿游戏2：星火燎原|1-710;双雄|1-25119;无人区|1-14382;郑和1405：魔海寻踪|1-24862;
120000$森林战士|1-24928;诡拼车|1-25029;地心引力|1-25080;扫毒|1-25092;控制|1-24942;雷神2：黑暗世界|1-4926;四大名捕2|1-25079;饥饿游戏2：星火燎原|1-710;双雄|1-25119;无人区|1-14382;郑和1405：魔海寻踪|1-24862;赤焰战场2|1-24997;
130100$四大名捕2|1-25079;地心引力|1-25080;扫毒|1-25092;无人区|1-14382;
130200$四大名捕2|1-25079;地心引力|1-25080;双雄|1-25119;扫毒|1-25092;无人区|1-14382;
210100$森林战士|1-24928;四大名捕2|1-25079;地心引力|1-25080;双雄|1-25119;扫毒|1-25092;无人区|1-14382;
310000$雷神2：黑暗世界|1-4926;森林战士|1-24928;飘落的羽毛|1-24931;四大名捕2|1-25079;幸福快递|1-25093;地心引力|1-25080;双雄|1-25119;饥饿游戏2：星火燎原|1-710;扫毒|1-25092;无人区|1-14382;
320100$森林战士|1-24928;四大名捕2|1-25079;地心引力|1-25080;双雄|1-25119;饥饿游戏2：星火燎原|1-710;扫毒|1-25092;无人区|1-14382;
320200$森林战士|1-24928;四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;双雄|1-25119;扫毒|1-25092;无人区|1-14382;
320300$四大名捕2|1-25079;地心引力|1-25080;饥饿游戏2：星火燎原|1-710;扫毒|1-25092;无人区|1-14382;
320500$雷神2：黑暗世界|1-4926;森林战士|1-24928;四大名捕2|1-25079;地心引力|1-25080;控制|1-24942;饥饿游戏2：星火燎原|1-710;双雄|1-25119;扫毒|1-25092;无人区|1-14382;
320581$森林战士|1-24928;四大名捕2|1-25079;地心引力|1-25080;双雄|1-25119;扫毒|1-25092;无人区|1-14382;
320583$森林战士|1-24928;四大名捕2|1-25079;地心引力|1-25080;双雄|1-25119;扫毒|1-25092;无人区|1-14382;
